doy,month,hour,growth_stage,temperature_mean_C,temperature_max_C,temperature_min_C,humidity_pct,wind_speed_2m_ms,rainfall_mm,sunshine_hours,soil_moisture_pct,soil_ph,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,crop_health_score,Ra_MJ_m2_day,Rs_MJ_m2_day,Rn_MJ_m2_day,es_kPa,ea_kPa,VPD_kPa,ETo_mm_day,Kc,ETc_mm_day,Ks_stress_coeff,Pe_eff_rain_day_mm,CWR_mm_per_day,soil_fertility_score,fertility_class,irrigation_needed
353,12,9,2,23.57,29.06,19.32,65.49,2.534,1.94,2.18,42.63,7.18,91.2,56.0,149.5,52.5,26.4179,9.2462,5.5936,3.1305,2.05,1.0805,3.1192,0.85,2.6513,0.7545,0.0641,1.897,68.42,Medium,1
220,8,18,2,27.45,33.16,22.43,96.19,3.836,239.52,6.24,50.58,7.19,139.8,31.2,234.6,58.9,38.5233,19.0765,13.0439,3.8948,3.7463,0.1486,3.5371,0.85,3.0065,1.0,4.9651,0.0204,68.94,Medium,0
9,1,12,3,17.65,21.83,14.29,59.42,1.921,13.86,3.03,54.29,5.83,209.7,31.4,196.9,49.8,27.1147,10.5262,5.8749,2.1223,1.2611,0.8612,2.7045,1.15,3.1102,1.0,0.4314,2.6985,67.4,Medium,1
12,1,7,1,24.21,29.75,19.35,42.91,1.826,37.06,10.09,40.17,7.3,58.9,4.4,227.4,53.1,27.3309,19.3911,8.6031,3.2135,1.3789,1.8346,4.4632,0.4,1.7853,0.6722,1.0155,0.1679,56.69,Medium,0
325,11,17,3,26.98,31.61,21.64,38.86,0.374,22.09,3.45,44.31,6.51,143.9,27.4,159.6,52.1,27.7788,11.2851,6.1133,3.6179,1.406,2.2119,2.4209,1.15,2.784,0.8103,0.6583,1.6231,72.71,Medium,1
244,9,8,2,24.98,29.4,21.61,71.25,2.931,2.42,10.05,55.33,6.08,181.9,39.3,174.1,58.4,37.2358,24.4666,14.7076,3.3403,2.3801,0.9602,5.3249,0.85,4.5262,1.0,0.0797,4.4922,74.11,Medium,1
182,7,11,4,24.53,29.63,19.59,86.52,3.604,24.4,8.56,48.09,6.57,187.9,11.6,245.6,59.7,39.1381,22.5725,14.4859,3.2169,2.7833,0.4336,4.3127,0.7,3.0189,0.9363,0.718,2.1118,80.22,High,1
284,10,16,4,25.54,28.85,19.67,38.63,0.374,0.0,10.79,44.59,6.98,107.6,31.4,219.1,56.3,32.8328,23.4369,11.6198,3.1311,1.2094,1.9216,3.9605,0.7,2.7724,0.8196,0.0,2.3019,72.62,Medium,1
312,11,13,2,24.23,28.03,18.33,53.74,0.374,35.14,8.2,51.89,6.14,162.8,18.0,182.5,47.8,29.1471,17.9581,9.2859,2.9465,1.5836,1.3629,3.094,0.85,2.6299,1.0,0.9738,1.6489,67.21,Medium,1
99,4,6,3,34.41,39.86,30.93,57.56,4.242,39.95,4.42,51.76,5.98,134.2,32.5,204.7,50.5,37.5858,16.1341,10.7357,5.8977,3.3949,2.5028,7.051,1.15,8.1086,1.0,1.0763,7.0601,70.65,Medium,1
197,7,9,4,23.33,27.84,18.05,80.15,1.706,12.0,4.74,39.64,7.14,157.1,54.1,143.7,58.5,39.0117,16.8583,10.9714,2.9074,2.3304,0.577,3.54,0.7,2.478,0.6546,0.3769,1.2453,70.76,Medium,1
226,8,6,2,25.09,30.81,19.55,82.37,2.585,24.17,10.03,49.34,6.05,57.2,8.9,124.1,39.4,38.293,24.7741,15.561,3.3597,2.7674,0.5923,4.9018,0.85,4.1666,0.978,0.7121,3.3876,58.66,Medium,1
333,12,7,1,28.36,31.63,22.7,78.07,3.103,21.15,6.2,31.69,7.05,74.1,29.3,56.9,21.4,27.1421,14.4495,8.8255,3.7073,2.8942,0.8131,3.6256,0.4,1.4502,0.3897,0.6333,0.0066,50.69,Medium,0
103,4,13,3,30.55,34.49,26.58,51.68,3.043,0.0,5.5,50.35,6.52,109.9,34.8,201.8,52.2,37.8737,17.879,11.1351,4.473,2.3117,2.1612,6.2287,1.15,7.163,1.0,0.0,7.1808,73.14,Medium,1
106,4,11,3,33.83,37.9,30.02,56.04,2.708,21.68,7.89,42.9,7.72,152.0,32.4,61.5,35.6,38.0679,21.5831,13.773,5.4179,3.036,2.3819,6.8308,1.15,7.8554,0.7632,0.6476,5.3394,51.07,Medium,1
365,12,14,4,19.42,23.68,16.27,63.76,1.416,0.0,10.04,59.81,6.37,165.3,13.3,192.9,55.0,26.6352,18.9221,8.8943,2.3889,1.5232,0.8657,3.2109,0.7,2.2476,1.0,0.0,2.296,66.02,Medium,1
58,2,7,3,20.29,26.25,16.09,61.05,3.561,6.8,8.88,59.47,7.76,207.5,47.0,136.4,57.1,32.9179,20.837,11.1676,2.6197,1.5993,1.0203,4.7818,1.15,5.4991,1.0,0.2192,5.2268,53.96,Medium,1
78,3,8,4,30.0,33.93,26.63,60.35,2.744,17.57,8.94,45.07,6.08,61.9,8.6,161.5,33.4,35.5343,22.1702,13.4208,4.3933,2.6513,1.742,6.0854,0.7,4.2598,0.8355,0.5363,3.0179,60.35,Medium,1
75,3,14,4,26.98,31.54,21.62,54.75,1.865,15.01,2.38,41.05,6.71,138.9,12.0,135.5,45.3,35.1739,12.3109,7.9285,3.6081,1.9753,1.6328,4.0065,0.7,2.8045,0.7017,0.4643,1.5053,67.98,Medium,1
42,2,14,2,28.0,32.61,24.57,54.78,3.248,9.58,9.04,47.74,6.84,131.6,10.5,151.6,33.1,30.6807,19.9016,10.8112,4.0038,2.1931,1.8107,5.8426,0.85,4.9662,0.9247,0.3045,4.2831,67.77,Medium,1
324,11,18,4,26.42,31.73,20.96,33.8,1.211,14.17,5.88,48.98,7.01,110.2,54.3,117.4,53.8,27.8705,14.3777,6.8522,3.5823,1.2108,2.3715,3.7804,0.7,2.6463,0.9661,0.4401,2.0886,73.09,Medium,1
181,7,11,1,23.04,27.59,19.71,98.0,2.022,37.71,5.74,48.81,6.03,80.1,31.2,169.5,42.3,39.144,18.3629,12.1667,2.9937,2.9338,0.0599,3.2066,0.4,1.2826,0.9602,1.0296,0.2342,69.18,Medium,0
33,2,8,3,21.81,26.62,17.37,46.07,1.406,27.13,9.61,56.61,6.99,59.7,56.0,276.6,52.6,29.4986,20.0231,9.4874,2.7354,1.2603,1.475,4.0187,1.15,4.6215,1.0,0.7867,3.8663,70.19,Medium,1
71,3,10,4,29.8,35.06,25.65,60.79,2.001,28.38,10.56,59.09,7.06,136.9,55.8,246.0,64.4,34.6723,24.1499,14.3001,4.4669,2.7153,1.7517,5.9411,0.7,4.1588,1.0,0.8172,3.3293,70.64,Medium,1
56,2,7,3,21.37,24.67,16.56,49.65,2.688,14.84,2.31,53.7,7.5,217.9,55.3,228.1,61.1,32.6375,11.4231,6.9878,2.4955,1.2391,1.2564,3.9738,1.15,4.5699,1.0,0.4595,4.0724,70.14,Medium,1
105,4,12,4,30.3,36.19,25.74,83.15,2.344,0.0,4.04,47.59,6.7,154.9,50.5,234.6,63.9,38.0052,15.678,10.8728,4.6565,3.8717,0.7847,4.0187,0.7,2.8131,0.9198,0.0,2.5382,81.57,High,1
200,7,15,2,20.7,26.24,15.91,73.72,2.752,0.0,12.37,61.61,6.89,181.8,31.2,286.7,75.1,38.974,28.3317,16.5539,2.6085,1.923,0.6855,5.1267,0.85,4.3577,1.0,0.0,4.3651,70.54,Medium,1
101,4,16,1,34.56,38.72,31.56,75.66,1.797,22.71,3.27,48.02,6.75,134.0,27.6,149.4,46.7,37.7339,14.4178,10.3066,5.7627,4.3603,1.4025,4.2951,0.4,1.7181,0.9341,0.6746,0.898,71.33,Medium,1
256,9,13,3,23.98,29.16,20.59,80.73,0.919,33.5,6.33,50.5,6.78,107.6,40.0,249.7,60.1,36.1897,18.4899,11.5905,3.2344,2.6109,0.6234,3.7108,1.15,4.2674,1.0,0.937,3.3647,76.7,High,1
307,11,11,2,25.9,31.19,21.35,59.3,1.044,12.42,7.65,45.76,6.74,149.4,49.7,264.9,65.3,29.7576,17.5459,9.5852,3.5406,2.0997,1.4409,3.7458,0.85,3.184,0.8588,0.3894,2.3906,86.87,High,1
74,3,13,3,24.74,30.3,21.06,52.17,2.01,44.54,11.43,38.93,6.57,140.3,32.5,267.1,56.7,35.0507,25.6324,13.7528,3.4055,1.7767,1.6287,5.7025,1.15,6.5579,0.6309,1.1672,2.9834,77.23,High,1
171,6,7,2,22.9,26.47,19.68,97.86,2.207,166.44,7.26,63.37,7.39,40.3,49.6,127.0,41.3,39.1925,20.651,13.5041,2.8737,2.8122,0.0616,3.462,0.85,2.9427,1.0,4.7215,0.0,44.89,Low,0
143,5,8,1,36.8,41.91,33.15,53.31,3.38,16.33,2.59,50.39,6.69,99.0,56.0,46.0,50.0,39.1887,13.7161,9.5045,6.616,3.5267,3.0893,6.6729,0.4,2.6692,1.0,0.5017,2.1807,78.53,High,1
166,6,12,4,26.6,29.7,21.26,85.22,1.757,6.93,9.75,39.33,7.24,61.1,32.1,67.0,48.4,39.2101,24.3819,15.8701,3.3496,2.8546,0.495,4.8378,0.7,3.3865,0.6444,0.2233,1.949,58.99,Medium,1
261,9,15,2,24.3,27.65,19.68,83.03,3.329,64.93,4.65,45.87,7.36,196.5,44.0,238.2,53.7,35.6741,15.8057,10.2176,2.9981,2.4894,0.5087,3.4133,0.85,2.9013,0.8624,1.4898,0.9938,69.94,Medium,1
221,8,17,3,23.78,29.11,20.21,87.66,2.897,41.37,8.96,36.93,6.46,180.3,14.6,41.4,43.0,38.4886,23.1792,14.6572,3.2005,2.8056,0.3949,4.3117,1.15,4.9585,0.5645,1.1052,1.6724,65.72,Medium,1
83,3,6,3,26.79,32.23,23.74,42.73,1.731,0.0,5.54,43.19,6.89,190.1,27.7,177.0,61.0,36.1008,17.335,9.9405,3.878,1.657,2.221,5.0362,1.15,5.7917,0.7728,0.0,4.4841,77.7,High,1
182,7,12,2,30.09,34.86,26.01,59.9,5.77,118.33,6.55,57.33,6.84,80.4,16.1,145.1,46.4,39.1381,19.5752,12.4689,4.4721,2.6788,1.7933,7.3162,0.85,6.2188,1.0,3.9443,2.2938,64.88,Medium,1
307,11,11,1,25.66,30.41,21.59,56.61,1.668,22.91,6.76,50.07,7.02,123.0,13.5,29.7,36.2,29.7576,16.3653,8.9425,3.4611,1.9593,1.5018,4.0288,0.4,1.6115,1.0,0.6796,0.9183,57.76,Medium,1
10,1,13,1,22.35,27.6,17.14,73.31,2.6,0.0,7.49,53.54,6.02,113.6,47.1,189.5,65.9,27.1838,16.0874,8.6386,2.8236,2.0701,0.7535,3.3789,0.4,1.3515,1.0,0.0,1.3549,71.41,Medium,1
4,1,12,4,20.12,25.83,14.36,47.89,4.059,5.54,8.7,46.18,6.23,164.6,8.9,154.3,43.8,26.8161,17.38,7.8236,2.4824,1.1888,1.2936,4.9627,0.7,3.4739,0.8728,0.1797,2.854,71.75,Medium,1
351,12,9,4,23.97,28.23,19.85,59.68,1.48,2.49,2.18,42.81,6.62,115.9,2.4,34.9,38.1,26.4299,9.2505,5.5327,3.0739,1.8344,1.2394,2.7467,0.7,1.9227,0.7604,0.0822,1.3863,56.61,Medium,1
336,12,8,3,19.12,22.46,14.05,37.19,0.793,17.16,10.2,57.66,6.61,167.4,52.1,109.6,53.8,26.951,19.2906,7.9212,2.1619,0.8041,1.3578,3.0012,1.15,3.4514,1.0,0.5248,2.9046,74.01,Medium,1
292,10,8,3,29.3,34.81,24.39,46.44,2.452,2.5,9.82,43.55,6.37,87.7,23.9,197.3,46.8,31.7452,21.4888,11.3718,4.3099,2.0014,2.3085,6.0849,1.15,6.9976,0.7849,0.0823,5.3918,71.53,Medium,1
281,10,9,4,29.31,33.34,25.04,52.48,2.934,0.0,5.91,40.73,6.16,180.2,40.7,97.1,58.4,33.2346,16.7128,9.8642,4.1508,2.1785,1.9723,5.6115,0.7,3.928,0.6909,0.0,2.7016,75.73,High,1
215,8,14,4,27.54,30.95,24.35,81.7,1.095,29.31,6.34,48.36,6.09,203.5,26.2,113.0,61.7,38.6767,19.2555,12.7452,3.7625,3.074,0.6885,4.1957,0.7,2.937,0.9452,0.8395,1.9187,75.71,High,1
98,4,14,4,28.08,32.92,23.66,63.17,1.008,17.73,5.09,38.56,6.66,280.0,31.2,273.6,68.1,37.5085,17.1306,10.8935,3.9658,2.5053,1.4605,4.131,0.7,2.8917,0.6185,0.5406,1.288,83.84,High,1
101,4,18,2,35.82,40.55,31.76,33.83,0.874,26.97,2.67,48.29,7.51,164.1,15.1,148.0,43.6,37.7339,13.5058,8.5759,6.1425,2.0782,4.0643,4.3739,0.85,3.7178,0.9432,0.7825,2.7591,52.72,Medium,1
9,1,7,4,22.88,27.31,18.23,50.3,3.097,0.0,3.06,45.82,7.66,110.5,38.0,237.4,39.2,27.1147,10.5653,5.8987,2.8623,1.4398,1.4226,4.169,0.7,2.9183,0.8605,0.0,2.5098,55.74,Medium,1
61,3,10,2,26.11,31.69,22.74,45.74,4.933,27.55,9.09,40.99,6.32,275.3,23.3,223.6,55.2,33.335,21.3426,11.2282,3.7191,1.7011,2.018,7.4529,0.85,6.335,0.6998,0.797,3.6687,79.93,High,1
309,11,6,2,19.6,23.42,14.43,42.89,4.811,7.31,10.17,33.2,7.56,241.6,28.1,225.4,46.4,29.5089,20.7387,9.5133,2.2625,0.9704,1.2921,5.7095,0.85,4.8531,0.4399,0.2352,1.8853,60.42,Medium,1
146,5,9,4,33.98,37.02,28.62,44.69,3.846,0.0,8.83,40.75,6.54,142.8,43.5,228.5,54.6,39.2067,23.1195,14.0823,5.1009,2.2795,2.8214,8.4702,0.7,5.9292,0.6915,0.0,4.1038,79.95,High,1
63,3,7,1,28.47,32.44,24.3,54.73,2.048,8.51,4.71,44.24,6.78,280.0,23.0,91.6,53.3,33.6099,15.1756,9.1997,3.956,2.1649,1.791,4.6128,0.4,1.8451,0.808,0.272,1.2271,77.99,High,1
121,5,13,1,31.2,34.23,27.67,53.46,2.754,18.2,5.86,43.03,7.82,228.5,28.0,236.4,54.5,38.7749,18.6476,11.7882,4.5481,2.4315,2.1165,6.1236,0.4,2.4495,0.7677,0.5536,1.2907,58.0,Medium,1
226,8,9,3,22.87,27.5,18.0,80.03,8.965,22.71,5.19,36.9,6.75,218.9,45.8,265.0,61.3,38.293,17.4417,11.1741,2.8681,2.2954,0.5727,4.1416,1.15,4.7628,0.5633,0.6745,1.9983,82.36,High,1
105,4,10,4,29.84,33.98,23.97,38.48,4.004,0.0,11.69,46.89,6.3,207.3,32.1,122.9,49.8,38.0052,27.3675,14.9297,4.1457,1.5954,2.5503,8.6934,0.7,6.0854,0.8965,0.0,5.4486,75.38,High,1
260,9,16,3,24.91,30.35,19.81,79.33,0.901,17.58,7.92,53.46,6.82,61.8,25.7,126.7,51.7,35.7807,20.6915,12.8174,3.3207,2.6343,0.6864,4.1126,1.15,4.7295,1.0,0.5364,4.2063,62.31,Medium,1
349,12,9,4,19.28,24.67,15.91,63.27,0.374,11.21,2.18,39.62,6.72,140.6,42.8,181.4,55.7,26.4557,9.2595,5.4199,2.4571,1.5546,0.9025,1.8022,0.7,1.2615,0.6541,0.3535,0.4679,77.37,High,1
255,9,10,3,31.43,35.73,27.23,65.57,2.084,147.09,11.03,48.75,6.14,166.9,4.4,233.1,47.9,36.2874,25.5504,15.9961,4.734,3.1041,1.6299,6.3406,1.15,7.2917,0.9584,4.657,2.2979,70.49,Medium,1
207,7,10,2,27.16,30.81,21.41,74.86,0.494,12.43,9.63,38.08,6.88,185.9,40.8,326.1,63.7,38.8611,24.2249,15.3734,3.4974,2.6182,0.8791,4.9086,0.85,4.1723,0.6027,0.3895,2.1137,76.38,High,1
28,1,10,4,19.24,23.5,14.33,40.53,3.581,26.12,2.23,47.66,6.9,109.9,33.0,332.7,50.4,28.8941,10.1129,5.7853,2.2648,0.918,1.3468,4.5203,0.7,3.1642,0.9221,0.7615,2.1505,72.78,Medium,1
170,6,16,1,24.6,29.52,21.16,70.95,2.898,33.01,10.03,38.3,7.43,117.4,38.6,106.2,49.4,39.1964,24.7973,15.1044,3.32,2.3556,0.9644,5.4252,0.4,2.1701,0.6101,0.9259,0.4028,58.1,Medium,1
336,12,8,4,18.3,21.87,13.12,49.58,3.117,0.0,10.2,57.69,7.11,162.0,15.3,116.9,51.3,26.951,19.2867,8.5041,2.0664,1.0244,1.042,4.1715,0.7,2.9201,1.0,0.0,2.9003,58.35,Medium,1
76,3,12,3,27.62,32.94,23.56,45.6,4.801,28.0,5.88,36.57,7.02,25.4,29.4,206.0,42.9,35.2956,17.5372,10.0979,3.9604,1.8059,2.1546,7.3147,1.15,8.4119,0.5523,0.8079,3.816,63.74,Medium,1
116,4,8,3,37.44,41.43,32.97,43.43,6.142,46.94,5.04,37.27,5.99,60.6,19.4,302.4,54.8,38.5854,17.3573,11.201,6.489,2.8183,3.6707,10.4788,1.15,12.0506,0.5756,1.2122,5.7589,70.84,Medium,1
69,3,7,3,30.99,36.79,26.75,52.19,1.867,3.94,5.98,38.66,6.34,119.3,22.6,285.9,57.4,34.4134,17.3324,10.4475,4.8582,2.5356,2.3226,5.2376,1.15,6.0232,0.6219,0.1289,3.615,73.95,Medium,1
354,12,8,3,22.5,27.03,17.32,36.33,1.16,8.55,9.95,53.64,6.66,107.2,26.6,153.9,54.7,26.417,18.6771,7.6032,2.7744,1.0079,1.7665,3.5734,1.15,4.1094,1.0,0.2734,3.8283,66.13,Medium,1
234,8,16,3,24.26,29.81,20.61,98.0,0.489,24.16,7.65,55.01,6.96,244.5,46.0,163.0,69.0,37.8956,21.065,13.7783,3.3121,3.2459,0.0662,4.1235,1.15,4.742,1.0,0.7118,4.0349,79.46,High,1
1,1,8,3,23.38,28.23,19.21,46.33,4.281,1.99,10.43,51.53,7.35,233.9,19.0,179.1,44.6,26.6755,19.4239,8.5496,3.0284,1.4031,1.6253,5.8364,1.15,6.7119,1.0,0.0656,6.666,57.85,Medium,1
167,6,13,1,27.7,32.36,22.47,78.25,1.748,104.15,5.32,46.57,6.64,81.9,50.8,108.1,49.9,39.2069,17.7623,11.8351,3.7866,2.963,0.8237,4.1637,0.4,1.6655,0.8858,3.4716,0.0339,77.81,High,0
352,12,9,3,23.08,28.13,17.97,48.57,0.554,59.56,4.95,35.78,7.34,70.1,27.4,168.1,37.9,26.4221,12.6135,6.4064,2.9341,1.4251,1.509,2.4727,1.15,2.8436,0.5261,1.4177,0.0941,54.72,Medium,0
218,8,8,1,25.49,30.93,21.89,72.31,2.852,39.76,6.91,45.15,6.91,181.0,34.5,83.6,54.8,38.5886,20.1046,12.6439,3.5501,2.5669,0.9831,4.8373,0.4,1.9349,0.8383,1.0725,0.5424,69.96,Medium,1
273,10,15,4,29.11,34.05,25.06,64.52,2.142,19.54,5.06,35.28,7.05,222.5,39.4,174.2,51.3,34.2704,15.8931,10.0131,4.2559,2.7457,1.5102,4.5433,0.7,3.1803,0.5093,0.5902,1.0711,72.42,Medium,1
251,9,10,2,22.45,27.84,19.41,84.57,4.28,84.93,10.13,52.53,6.07,167.5,20.9,250.5,58.9,36.6593,24.3579,14.7245,2.9992,2.5366,0.4627,4.376,0.85,3.7196,1.0,2.8311,0.8981,70.0,Medium,1
347,12,9,1,21.7,25.27,17.11,26.94,0.981,45.6,4.85,52.4,7.1,30.1,41.7,141.5,42.3,26.4953,12.5141,5.6299,2.5852,0.6963,1.8888,2.9736,0.4,1.1895,1.0,1.1873,0.0226,62.0,Medium,0
344,12,14,4,22.58,26.42,18.74,39.62,2.845,0.0,4.75,36.92,7.17,130.2,20.2,172.5,55.4,26.58,12.4328,6.0778,2.8036,1.1108,1.6928,4.5782,0.7,3.2047,0.5641,0.0,1.8166,54.35,Medium,1
174,6,13,2,25.91,29.6,22.88,75.55,3.736,9.23,10.18,54.54,7.18,139.8,34.9,336.0,67.1,39.1798,25.007,15.6337,3.4678,2.62,0.8478,5.4833,0.85,4.6608,1.0,0.2942,4.3928,71.79,Medium,1
170,6,16,1,23.88,29.28,19.61,88.34,4.242,84.92,6.54,57.77,6.47,192.9,10.8,242.7,57.7,39.1964,19.5756,12.7307,3.1759,2.8056,0.3703,3.7448,0.4,1.4979,1.0,2.8306,0.0,68.55,Medium,0
246,9,12,1,26.01,29.27,20.23,93.91,0.815,13.38,8.68,46.74,6.61,221.5,21.8,260.5,64.8,37.0808,22.3425,14.6702,3.2205,3.0244,0.1962,4.3176,0.4,1.727,0.8913,0.4174,1.1104,82.46,High,1
90,3,13,4,38.37,43.76,32.6,50.64,3.697,21.53,6.54,44.15,6.82,161.0,26.1,85.7,54.6,36.8148,19.0942,12.5717,6.9525,3.5205,3.432,8.1893,0.7,5.7325,0.8051,0.6434,3.9332,71.03,Medium,1
49,2,18,3,21.94,26.11,17.83,67.89,3.77,9.09,4.3,59.47,6.33,80.6,32.4,132.2,60.9,31.6519,13.8626,8.2466,2.7124,1.8415,0.8708,3.8419,1.15,4.4181,1.0,0.2899,4.1442,64.12,Medium,1
294,10,10,1,27.64,30.88,23.3,59.74,1.648,24.32,10.63,44.25,6.7,140.2,12.4,213.6,32.6,31.4729,22.465,12.4834,3.6615,2.1872,1.4742,4.9573,0.4,1.9829,0.8083,0.7161,0.9074,68.18,Medium,1
150,5,9,1,38.15,42.43,34.43,73.44,1.791,28.25,2.73,50.83,7.57,94.0,38.1,189.9,49.7,39.2214,13.9133,10.3269,6.9156,5.0785,1.837,4.5767,0.4,1.8307,1.0,0.8139,1.0092,54.53,Medium,1
132,5,12,4,39.43,43.33,36.23,46.4,4.762,6.91,5.02,39.24,6.98,161.9,19.4,194.6,45.0,39.0549,17.3943,11.6362,7.4035,3.4354,3.9681,9.4664,0.7,6.6264,0.6413,0.2226,4.0334,70.94,Medium,1
59,2,6,3,22.54,27.32,17.46,47.97,2.974,49.47,6.39,40.9,6.72,104.7,16.9,161.5,39.3,33.0574,17.3565,9.4506,2.8136,1.3496,1.4641,5.0222,1.15,5.7755,0.6966,1.2575,2.7899,69.47,Medium,1
324,11,11,2,27.41,31.83,22.01,54.14,0.526,30.31,9.93,45.54,7.87,126.4,22.4,259.6,35.0,27.8705,19.4825,9.9301,3.6774,1.9909,1.6866,3.59,0.85,3.0515,0.8512,0.8634,1.7213,50.93,Medium,1
199,7,13,3,26.98,30.87,21.34,74.62,3.906,27.26,12.75,51.31,6.39,168.1,26.1,169.1,53.7,38.9872,28.8877,17.9984,3.4991,2.6109,0.8882,6.1455,1.15,7.0674,1.0,0.7898,6.2912,73.45,Medium,1
215,8,12,3,23.73,29.32,17.93,89.82,5.624,230.21,5.61,55.56,7.45,149.0,22.7,221.1,59.4,38.6767,18.1447,11.9018,3.0676,2.7554,0.3122,3.3456,1.15,3.8474,1.0,4.934,0.0,57.27,Medium,0
49,2,7,4,25.56,29.78,19.81,39.64,2.176,97.98,5.43,70.6,6.45,206.7,24.7,20.0,47.0,31.6519,15.4137,8.2801,3.251,1.2887,1.9624,4.8361,0.7,3.3853,1.0,3.2659,0.1236,54.82,Medium,0
232,8,18,3,24.57,28.98,21.49,67.2,3.534,3.4,6.06,55.86,6.83,89.3,56.0,194.5,57.4,38.0053,18.681,11.5758,3.2815,2.2052,1.0763,4.9312,1.15,5.6709,1.0,0.1113,5.5507,75.5,High,1
247,9,12,4,24.43,29.97,18.5,81.44,3.393,94.3,11.06,60.88,7.26,50.7,11.3,169.5,43.8,37.0004,25.9012,15.8692,3.183,2.5923,0.5907,4.9514,0.7,3.466,1.0,3.1433,0.3165,47.41,Low,1
239,8,18,2,29.3,32.56,25.16,96.8,2.144,49.02,6.08,66.58,6.34,161.8,38.9,149.7,60.3,37.5893,18.5979,12.9863,4.0533,3.9237,0.1296,3.7648,0.85,3.2001,1.0,1.2496,1.9406,66.82,Medium,1
168,6,11,1,28.62,32.79,22.97,86.92,2.325,25.06,11.67,46.28,5.08,120.7,2.0,31.8,22.1,39.2036,27.2461,18.075,3.8878,3.3793,0.5085,5.57,0.4,2.228,0.876,0.7348,1.1948,34.51,Low,1
48,2,18,1,19.8,24.0,15.47,60.16,2.946,25.09,10.23,48.6,7.11,130.0,48.1,191.5,61.1,31.5116,21.9839,11.3175,2.3713,1.4267,0.9446,4.4587,0.4,1.7835,0.9532,0.7356,0.9604,73.83,Medium,1
51,2,10,4,23.68,28.17,19.41,68.68,1.309,2.41,7.1,55.16,7.05,125.2,18.8,149.9,37.8,31.9332,17.8593,10.2845,3.036,2.085,0.951,3.6689,0.7,2.5683,1.0,0.0795,2.5022,57.13,Medium,1
299,10,9,4,26.7,30.02,23.67,56.33,2.515,0.0,7.82,47.69,5.94,212.6,42.6,140.0,62.5,30.7982,18.2833,10.0743,3.5864,2.0201,1.5663,4.919,0.7,3.4433,0.923,0.0,3.1562,77.02,High,1
98,4,6,3,32.47,35.78,29.32,48.54,1.914,0.0,6.88,38.5,6.43,107.1,33.9,227.6,59.6,37.5085,19.855,12.1483,4.9748,2.4149,2.5599,5.9828,1.15,6.8802,0.6166,0.0,4.213,78.48,High,1
216,8,18,3,26.29,30.54,21.28,96.56,0.887,70.31,11.5,46.99,7.38,136.6,16.6,212.9,47.5,38.6486,27.0515,17.8325,3.4528,3.334,0.1188,5.2551,1.15,6.0433,0.8998,1.5527,3.9158,54.4,Medium,1
177,6,7,1,27.73,30.83,21.92,91.66,1.415,34.65,7.79,32.77,5.79,63.7,38.3,270.9,41.8,39.1656,21.4321,14.5059,3.5406,3.2453,0.2953,4.3381,0.4,1.7352,0.4256,0.9629,0.0,60.45,Medium,0
80,3,12,1,31.59,35.35,27.91,44.66,2.496,0.0,11.18,47.66,6.77,70.7,19.7,66.1,37.2,35.7662,25.6172,14.3328,4.7465,2.12,2.6266,7.2483,0.4,2.8993,0.9222,0.0,2.7139,62.76,Medium,1
185,7,15,1,28.05,31.66,24.77,73.51,4.618,71.29,7.28,55.71,5.88,167.0,39.4,85.4,49.7,39.119,20.6585,13.3838,3.8944,2.8626,1.0318,5.4947,0.4,2.1979,1.0,1.5632,0.6043,63.15,Medium,1
27,1,8,4,18.97,23.43,15.32,51.47,4.2,12.03,3.23,64.92,7.7,108.4,53.6,239.8,57.4,28.7788,11.3742,6.345,2.3126,1.1903,1.1222,4.3369,0.7,3.0358,1.0,0.3779,2.6481,48.61,Low,1
195,7,10,2,24.75,27.79,21.12,90.99,4.728,8.45,8.94,59.19,6.63,162.8,9.9,182.4,36.6,39.034,23.1605,15.0207,3.1192,2.8382,0.2811,3.9762,0.85,3.3797,1.0,0.2702,3.1056,64.05,Medium,1
214,8,13,2,20.13,25.16,16.25,72.28,1.584,60.43,10.53,68.31,5.76,164.2,16.3,165.4,38.7,38.7036,25.579,14.9623,2.523,1.8235,0.6995,4.6115,0.85,3.9198,1.0,1.43,2.501,46.68,Low,1
342,12,18,4,19.51,25.08,16.22,53.35,3.962,23.75,3.63,52.06,7.31,105.5,32.4,202.0,55.4,26.6533,11.0965,5.9014,2.5132,1.3407,1.1725,4.1996,0.7,2.9397,1.0,0.7013,2.2463,61.29,Medium,1
114,4,18,3,27.76,32.88,24.05,61.06,1.941,0.0,8.43,48.61,7.88,121.9,18.5,158.5,40.3,38.4972,22.5242,13.7448,3.9952,2.4394,1.5558,5.557,1.15,6.3905,0.9537,0.0,6.0877,45.97,Low,1
242,9,13,2,22.08,27.53,16.32,79.53,5.416,133.44,2.99,52.07,7.89,131.4,34.1,193.1,41.7,37.383,13.8608,9.1088,2.767,2.2007,0.5663,3.4979,0.85,2.9732,1.0,4.448,0.0,46.13,Low,0
124,5,11,3,38.5,43.43,32.83,54.82,1.644,5.34,8.91,41.21,5.87,187.2,27.0,336.0,58.3,38.8688,23.3229,15.6668,6.9088,3.7873,3.1215,7.0437,1.15,8.1002,0.7071,0.1734,5.5538,76.43,High,1
